message,sentiment
- track elite status next year...,-1
lucky you!! soo happy chris got see again. saw photo look grown up. 'little' chris.,1
cba exams! 17 left!,-1
"thinking thing, tangers course",1
mean cock?,1
bye guys. happy mother's day mama's again. catch online tom!,1
"love madness whole thing. kid everywhere, excitement noise... lotta fun.",1
thanks kind follow friday recommendation,1
quite singapore though it?,-1
hey julia. twitter. faint. trying get send phone,1
"john lewis every size bar 12-18m, online hope. really want pay £5 delivery something cost £6",-1
ff,1
soooooo tired goodnight!,-1
"aww, battery flashing birthday badge dying",-1
"number 4, bus old one though",-1
"good morning, jason !!! hope enjoying tweeting, twitter friend !",1
ftw dissapointed king james right now! 'clash titans' final dissapointed said f**k instead wtf,-1
ha!!! good me!!!,1
"oh cool, well ill revising fun going",1
thanks found waiting food now.,1
soo bummed jon &amp; kate really hoping would make work.. maybe get back together get junk together,-1
omg love lenkaaa!!! fave live like dying yours?,1
downside facebook - finding death long time friend flat text.,-1
waiting patiently ultrasn0w..,-1
may suggest lamb? rage lately household. wait ... cat. hmm. recommend corndogs instead.,1
eh bored.... nothing raining,-1
good girl mama right behind @ 1.4 lb,1
topshop pretty heels. wayyyyyyyyyy high. way opportunity wear,-1
nike laid one favorite nike reps... hope sight near future,-1
think nerd work eb,-1
"bedddd, late start 6th tomorrow. loove tuesday",1
tornado's gunna eat save meeeeeee,-1
helllo! alright?,1
wish far away till come feeling better?,-1
prepping adobe connect session tonight too! student facilitating discussion politics assessment,1
"real shitty day 2day..stress,exams,drama 2 much! wish anywhere else here!!!",-1
"back jfk yyz, home sweet home...",1
.. love girl. lmao. let u go see dinner soon possible,1
oh worry follow.,1
could make launch party still signed copy artbook,1
yeah does.,-1
cannot get photo txt! thanks thinking though! maybe try find online...,-1
ahhh first day work tomorrow! really looking forward iv liked lady leisure!,-1
imissyou guys.,-1
twitter ever feel like massive room full people yelling other?,1
cannot belive started ignore though reason...i glad fun would worry much,1
thanks doll. far good.,1
"nice shower, sung final countdown + played air guitar!",1
wish could stay awake couple hour time.,-1
wakin' going school. soo sad,-1
scare meee,-1
mean bad,-1
unfortunatly think,-1
miss boteros - last night fun long time back feel lot better also.,1
race time.,-1
comcast internet went down. modem reset. suspect weather related.,-1
got back horseback!! haha fun summa time relax florida sun....!!!,1
!!,-1
"would u think demi drawings? ,",-1
"woooo! playing dick box! new! d= ages, matty &amp; renee! still love",1
driving pedo van. lol moving back sydney 6 month ethans working qld...wooh..hoo. going miss house,-1
need,1
long fun day!,1
though say rewarding thing do... lot hard work,1
"twitter dead tonight, everyone must life. sleeping, point. remember used sleep normally...",-1
"work, nice weekend",1
ready leavee!?,-1
yesss is! haha yes make sure suffer stepping boundary lol,1
lucky cannot buy firework nj,-1
xbox live upgrades. last fm integration. gold only! sky confirmed uk. hd 1080p movies. &quot;no delays...instant on.&quot; believe seen,-1
eric prydz fucking amazing. needed another opportunity put there.,1
&quot;door ding&quot;?,1
today peacfull future unknown,-1
work...i soo sleepy. wish cuda went tha ludacris concert!! need find outfit tonite!!,-1
wish pet store open later sundays.,-1
amazing night gorgeous lady friend,1
died?,-1
make life depressing!,-1
were!!,-1
- twitter fail,1
thanks much listening!!,1
going 10 day fun enjoy ;),1
going shopping today,1
... going sleep little 3,-1
"sitting trying figure purpose life.. realized, figuring purpose twitter help further...",1
miss friend ...,-1
wish would known whale kommetjie. hope sort,-1
might want share colouring everyone! ha ha,1
think able meet give thurs,-1
talkin storm shannon.,1
: good luck!,1
trying understand something really interested in..,-1
"said, lol... know far famous, acknowledge you!",1
"give bit babe, fam stiill pretty mad.. will.",-1
mama cat still mia,-1
back new garden plan .. mite fungus getting better ( sleepy day - fighting fatigue &amp; symptom ),-1
watched friend crash car 80mph pole. got video.,-1
homework newsomeeeee,-1
love traderjoe's saturday...free sample always affordable organics. could totally spokesperson,1
one downside nice weather: brings chavs...,-1
go enjoy time work!,1
"sound fun, wish could gone!",1
nothing 4 hour,-1
ahhhhh.......not mozzies bite also bloody ants!! 1 big itch really many expat leaving dubai??,-1
love going hardware store,1
sorry accidently spelling wrong... lol!,1
depression commercial really suck sad...,-1
back ! - chic- le freak (1978) ?,1
"russell dear, go prom me?",1
would like able find people teleport wherever are. ultimate stalking finest.,1
wow quick! time passin' way took quickly! good nite sleep!,1
sooooooo tired.. know why..,-1
feeling tired &amp; lethargic...,-1
"oooer, missed followfriday sorry !! remiss",1
eek - sorry!,1
poor phone.. think 6:30 again. phone dementia,-1
goodness hot.,-1
thank birthday wishes!,1
today chill-out yvi &amp; frazzi beach,1
want eat dim sum,-1
"baby, hope okay! love you!!",-1
bonfire cool kid,1
aahhh.had bad case monday glad over...now could get rid damn cough week would perfect.,-1
everyone got subbed someone good! laura=billie amber=louise neesey=me,1
"ugh, technology reallly pissing right",-1
awesome!,1
"good morning! kick boxing, strength training, short run...but sad! baby sick leave vet",-1
going maker faire tomorrow too! time? anyone feel like giving ride would fabulous,1
jealous. life small town middle america = ikea.,-1
"help smacked shit outta head jumping bed though!! fack, got bump forming.",-1
thanks sad ill get hope,-1
went curry house irvine today. place pretty bomb better curry house hawaii,-1
"yayyyyyyy first member twibe thanks, love",1
actually skintest person planet,-1
"oh really low, applied countless job nothing starting feel useless. ok?",-1
house far away.,-1
get well soon yah,1
pick time come make fiery hawaiian,1
omg got special invite imats la.....thanks cori!!! coming???? let know pls...,1
yessssss tay!! feel 100%! hey funny jus going hit up. know yyy mind! lol luvs tay!,1
ccn find mirror fix hair,1
woke neck still hurt much like yesterday :/,-1
"fiancee's hospital right now, fine. computer allow go facebook.",-1
hate throwing,-1
"finally twitter phone, pretty crappy app thou",-1
uugghhhh economics. wish,-1
exeter city take lead lincoln! automatic promotion still,1
hrmm think may going tavern? poooo think going fun megan fox ;),-1
"sunny day, work, either peak district hiking fircombe hall coast... instead stuck dinno...",-1
think might never tweeted,-1
pity good spelling tiny iphone keyboard!!,1
undergrad degree show today. one favourite work day year. proud sussex '09 ba mpt finalists!,1
"oh noooooo! found 13 season one favorite show ever, king hill got canceled sniff!",-1
cannot get vlc http interface connected ;( got fysically move computer play/pause anyone tips? firewall afaik,-1
ahh passed back regulard scheduled outfit,1
talk one trick wonder - electronic wine opener?!,-1
moviemisquotes serious!!........i lost wife,-1
aw end finishing?,-1
hey dude follow lol friend,-1
looking forward tonight yet plan fallen through.,-1
"nah, died 3 week ago today again, nkotb great distraction!",-1
woke up. sick....,-1
somali pirate hear roar america: &quot;go sit front judge!&quot; surely stop pirating send chills.,-1
boo,-1
"uhhu, great?",1
game playing there? read post. *hugs*,-1
watching supernatural,1
sure sad paws.,-1
&quot;week considered now&quot;? always interested following work.,1
dread tonight's dinner!,-1
,1
internet wonky. bon iver pretty amazing.,-1
not. like getting text weekend. hope summer like -.- nemonemesis,1
link work.,-1
head hurt,-1
oh come along. hotel work-sponsored free!,1
survivor achievement suck,-1
sad sometimes twitter horrible place...,-1
jealous cannot rockk two different sock . one barbie,1
going school baseball get canceled rain. jammin 101 coming back soon!!,1
way see star trek again!,1
come home tonight sad. saw david copperfield! christina aguilera.,-1
hehe good see smile...uh technically cannot see you..but good know smiling,1
cannot think good design.. d: keep trying ... still have.. 12.. days.. better hurry,1
drove wawa without license...or premit,1
waaaaaaaaay cool!!!,1
going bed,1
miss nba already,-1
love peonies! sad. rain last night lashed mine ground. fallen cannot get up.,-1
not!!! morning awesome!!!!,1
today?,1
wht got planed cany drink though need get nail &amp; hoves dne think raiding couch worn lil man &amp; bug,-1
"really wanted hang birthday, sorry party pooper ..i still trying switch",-1
thunderstorm scared,-1
sorry. hang there.,-1
foot killing walking fair &amp; back,-1
"found sportbike racing tv - gods, love sound engines!",1
no. safe click sowwie...i probably clarified. article describes virus.,1
welcome twitter - hope downhearted moment - gordon properly stitched,-1
bored love twilight even big big fan,1
probably going grandma later,1
monday tomorrow,-1
driving home clackamas. got tumbling. tired. finish project hayden. bummer,-1
stink!!,-1
wish ccp right watching ballet school perform cinderella miss ballet,-1
snuggled cali bed,1
wow. sure hardworking! ashamed. bloated right *depressing*,-1
another intolerance discovered,-1
feeling little weather today.,-1
haha cool,1
getting cold leavin a/c overnight soo overrated! ugh,-1
"afraid say garden hedge might beaten me, morning now.",-1
goodnight. enjoy 1st day 3rd year tomorrow,1
high school drama,-1
may favorite picture ever pocket idol! literally could fit dude's pocket.,1
"agree, must make sure best behavior.",1
hehe thanks!,1
sure beat helping crazy long haired fellow.,1
speed test setiawangsa 22/5 9.47pm - download 799kbps upload 68kbps. mac running xp natively using wiggy.,-1
"feeling sad right now, really know anymore",-1
: yeah have. add code catch exception violate them. allow code violate,1
hey great welcom home,1
day?,-1
back work tomorrow. month went way fast,-1
welcome 2 lovely twitt fam...thanx 4 joinin us..&amp; b stranger,1
"uhhh, no. play that... yes cook, part italian!",1
"canada seems cool, want see it! gma newfoundland. grandpa met air force",1
ahhhh got love summer night,1
aileen would like meet good friend mine go name taco bell,1
yes specifically you; spam's jamming tweetfeed day &amp; grumble bit.,1
"pitcher amaretto coke, good time",1
watching intervention intervention!,1
"think almost narrowed status updates, photo notes. also hell you?",1
thanks chris - look forward 2 seeing way looking web designer's brochure would make buy them?,1
cleaning packing bedroom... seems like huge job... 2 1/2 week get done though...,1
going see mr nutini live couple weeks!,1
give cold weather give sunshine!!! cold here!!!!,1
when?,1
alien carry home?,-1
stupid show watching? lol. shortage.,-1
ow ow ow hurt hand :'(,-1
mm til late summer.,-1
fat day,-1
car day made mother brownie love nancy cannot stop drinking starbucks tea haha,1
"yeah. cross finger seve fine. haha, say?",1
join health corp. pool definitely sat sun. miss beach though.,-1
omg joan river celebrity apprentice,1
congrats! keep good work!,1
tiz weekend acronym ...who would love,1
haha know dreamm,-1
glad liked work,1
take chill pill relax,-1
sorry hope find forgive me.,-1
"still feeling like crap, even nice, hot, hot shower. maybe really sick.",-1
"ikr, boiling room would expect temperature drop significantly night...?",-1
jamba juice 4 lunch! also got membership @ planet beach!,1
bad dream stop reading book assassin shit think getting paranoid ha,-1
"completely killed hand history gcse, still go french listening afternoon gilmore girl break first",-1
fml bit upset moment,-1
still tired disapointed yesturday,-1
talked anthony rapp. face face. !!!!!,1
enjoying child time. tucked bed watching hannah montana surfing net. *l*,1
miss mr gordon,-1
wear clown suit... help break tension.,1
prop both. tried virl.com? tinyurl cute monster logo world.,1
amylfc need talk bord,-1
good ? maybe elephant head? good memory,1
"try india 47 degrees, think face actually melt! win, stuck office, gray cloudy outside",-1
badd mood youu?... x,-1
chicken enchilada tasted like... chicken.,-1
bought new lipgloss yesterday (so pretty!) cannot find it!,-1
twitter difficult,-1
clearly one tranny tell u about/invite u,-1
"oh, way, three flashing red light = sad .",-1
"think exam went quite well. overheated mel = grumpy gills!, good. 2days counting",1
"haha, alright.",1
even music suitably accompany soaking either lame,-1
damn...my roommate nevr come class! lol always leaf alone,-1
worst birthday ever,-1
finished bonding dog challenge trying bark move walk street.,1
feel like wasted time someone thing changing soon sad,-1
jaljeera tweet totally game,1
hey everybody good afternoon,1
"work eating pot noodle, wishing home emma",-1
"wow, could play repeat take long nap it. nice ?",1
"wish give hugs! hate living bazillion mile away you, carlos marty",-1
done glitter. sad face.,-1
"come far since day, thought loved then...",-1
love song birthday.its brill!!please release soon.well done,1
good morning tweeps. trust everyone getting big whiskey today,1
"pls join facebook page sharing daily tips, tool &amp; worthwhile link business benefit from!",1
argh! missed xbox 360 dirt cheap woot today.,-1
"mind whole today even though sam movie buzzing model. kx, thing cool",-1
"yeah, diet coke better water/soda + lemon cordial. also, gin + tonic water + soda + lemon cordial good low cal combo",1
extremely cranky today. :'(,-1
woke way alarm make sure left la time cannot fall back asleep,-1
fyi: display first result google search - online storage linux great product!,1
"wish were, nick got work",-1
"finished true blood season 1, grrr really want see season 2",-1
"insomnia bitch, another nite trying go sleep. able to. oo well",-1
miss mommie would tuck every night till 12.,-1
daniela's confirmation soo fun. (: today going picnic meadow hill golf course!,1
"yeah, even got tattoo'ed arm:",-1
damm wish friend quincy n cousin usvaldo still u celebrate this. know partyin heaven,1
35-ish minute go. hello weekend,1
would appear apple releasing iphone 3.0 software 17 june 'american time' update morn,-1
live 818 guess still see u good loving people. small minded sad you!!!,-1
excellent guest artist susanna majuri left bergen helsinki today,-1
thank god! hope get rid uninvited guests!! suck wait til monday though!,-1
"heh. goooo figure, right? yes! finally! yes! haha. waiting/trying find someone share squee!",1
tote eyl. deff better night last night... even get twirly f41l. whomp whomp....,-1
take white pill feel alright,1
brioche oven bba (what recipe use?,1
"sunday awesome, monica tired get computer. today boring sims 3 tomorrow!",-1
parasol tonight.,-1
one - free marketing | mangoorange�,1
dreamhouse devil deck,1
oh yarmes give food tomorrow poor thing!,-1
course sprinkling washed car! lame!,-1
oh thank :$ ! great,1
cannot upload pic,-1
"want play tennis, constantly raining",-1
"waiting make test. thought started 7:00 7:30. boring day today, half group pitt. yayy.",-1
wnt get promoted,-1
"arrghhhhh! want go bored, cannot sleep, erghhh haha",-1
"told check images. studying photography raffles, nth sydney. camera use?",1
yard house packed. three people deep bar.... went pf changs....got right,1
exactly 1 yr since first one.. :/ rahhh. haha already fainted bkk seeing wonchul kiss live 8d 어떻게??,-1
...was bored camera hand!,1
going city tonight !!! really want seee hangovvver!!,1
hand really sore morning. bleeding too. pulling glove going problem,-1
want relive sad emo highschool year pearl jam track pack,-1
"one posted prompts... good writing things, shit coming situation.",-1
photo: danceontheedge:,-1
sad. whatsmysection whatsmysection whatsmysection,-1
praying. hope dad okay,-1
"idea healthy everyone else think yes, 3 lech cake, quite popular mexico yummyness",-1
aw guy r sweet!!! yet watched eps week cuz @ tesol night classes!,-1
better perform,1
ooh yay thanks give blank dvd woot,1
got power back on. hate thunderstorms.,-1
little bit upset local pb station showing premier chess concert 2am!,-1
sorry hear father family prayer,-1
thought constant reference catholicism gave away. (oh name joy- least shortened form ),1
oops! guess lied! cannot get good pix 2 dark outside. lol. twitpix am.,1
"thinkreferrals, one chat here. nope. twitter sucks, people want chat",-1
mathmodels eating lunchable grad. dress shoppin 2dayyy,1
woof!!!,1
shoot watching arsenal game. taping watch tonight. anyone spoil displeased stabbity,-1
sowwy,-1
sake night a-gain to-mo-rrow!,1
wedding,1
babysitting til 10. girl,1
might try 'bills',1
sick wallpaper stripping,-1
good luck!!! going finish awesome,1
keb - best bank korea,1
good weekend overall got new gadget,1
eating pizza relaxing wifey watching show,1
power,-1
pachacha da house,1
get know?,-1
"iphone? soon adding auto-fill logins, type everytime.",1
green twitter campaign show support fair election iran. hope end minimum blood would,-1
lovely 17 year doggie. become part family,1
nice c tweet twitter,1
sorry this.,-1
ahhhh finally done class week...now finish friday good note followfriday course lol..love ya,1
pls rt get shout wahlberg 5 today bf nkotb tshirt concert,1
two car accident one day. chances?,-1
raining. hard. feeling spectacular. must go work anywy,-1
bout rain cuddle time,1
alot pain. tired bored,-1
left houndhaven tired now. charity golf event month joe playing,1
burnt old friend mini spring roll.,-1
ahhh! aim'd,-1
"met some1 would want jus cu lucky,",-1
goodness man. let go head!!,1
able score pair? say,-1
"watched star trek twice. where, where, get original series episodes?",-1
voting 4 like million time day ! need nervous clearly best,1
"cal dachshund rescue found home foster pup, max. soooooo sad see leave",-1
ohgodd. mcdonnalds boy ;) work mcdonnalds. big fail. &amp; 4-close.,-1
dying thurs &amp; went dr. gave antibiotic fucker d'shit. back normal.. less,1
homer cape proud,1
terminator scared,-1
"not, lol parent are, saw bit passing, guess. know *that* cultured",-1
horrible day.,-1
yeah.. combined name mom dad.,1
pretty exhausted dealing drunk mom sister.,-1
- :o t-shirt argentina... nice! come back per� guys!!! visit machu picchu.. ...,1
"sucks!! prob come set, prob drive want lift?",-1
like spoil u side continent,1
love work d.a. profile?,1
got back class. hm performance today ? oh no.,-1
neck hurting storming... thinking ski bag pouring rain right eeeek lightning&amp;thunder!!,-1
sunrise worth getting getting ready worship service air national guard. cool,1
love lat rock? go,1
"um wtf? doubt, put scissors calm",1
"got back shopping poulsbo, resting meet chad 8 hangover",1
guten morgen,1
yeah reckon like it. honest reckon would probably kick as scrum may push lol,1
ohh craving kebab. specifically shish kebab!,-1
refusing accept u holiday over. heading woodies longboard diner um ... hove...,-1
new twitter fun,1
"oh, bring many different side people!! but, alas, must behave.",1
link fatal error,-1
: usually take 20 minute house fort back took hour half,-1
loving life. still talking lot . see there.,1
finally going see jb concert experience dragging sister haha,1
"eating spaghetti, cheese tomato sauce breakfast. challenge find something better",1
wish pxxxxxxr !,-1
hey rach havnt seen,-1
"seventeen great, reeses peanut buttercup x2, twix x2 = sick",-1
back doctor. bad kidney infection bed rest today tomorrow.,-1
"sound fun.. sure whatever pick look amazing, always look great. paula, style icon ~x~ xx",1
"yes, definitely... gotten new job yet. hopeful though",1
"wow, time 2 wake already?",-1
may come something; almost tissues! good season,-1
load load document read,-1
uploading really absurd picture video,1
"kathy griffin, life list seems scripted season far, feeling",-1
probably best idea fry chicken panty jus got popped like 80 time,-1
mmmm ton food ! theee cousinss,1
"funny, noticed looking book boys, none ton book girl",-1
facebook user get worse grade school? - twitter user,1
85 &amp; sunny could ask better weather!! wonderful !! hope great weekend well,1
know right! tell gary good luck d!ck probe tomorrow hope success!,-1
"need celebrity follow me! 9 follower now, sad life",-1
read last lecture -- highly recommend all. good reminder follow fullfill childhood dreams...,1
going old photo video damned miss amazing people met year much!,-1
lil pimp. momy boy,1
ill &amp; want jls come back plymouth =d x,-1
oh going make lie icons? expect ♥,1
"enoying weekend, thursday exam",-1
kind need talk x,-1
"followed too, cj - better avatar last dodgy one followed - little graphic",-1
last night extremely fun although regretting staying 4am...,1
hate saying goodbye parents... never easy.,-1
8 am: cannot stop thinking tweet form,-1
told fit mi amore,1
lmbo! thank you! ill make sure 2 include next week top 5,1
erstmal ruhe twittern?,1
want enjoy sunshine work,-1
why?,-1
ha ha damn right cpt suck nowadays hub perspective. amomst decent directflights eu.,-1
many thing going today twitterworld... bad day start usawantsmcfly trend..,-1
"lady gentlemen...i food. yes, 130am...are going make issue this?? (i night-promise!)",1
"playing week, decided sensible again, face = shite",-1
reading &quot;brw-rich 200&quot; nice see half live &amp; realize one lost money year,1
trying vote mr twitter universe thingy vote everyone,-1
thanks &amp; followfriday s. best regard all!,1
reaching godaddy mx server? either way stumped,-1
work sucked. sister's 4 bbq 4 step-son's birthday. cranky n know why.,-1
kind of. got went bathroom stupid neighbor throwing up... good.,-1
oh yeah know.. made nicholas feel bad.. let u go rip heart like lol,1
posted sunday grand prix picture - shame marshalling finish line,-1
want mycat!!!!!!!!!!!!!!,-1
home twitting.,1
"haha entire school minus kimerley screwed exams, them?",-1
hopefully get sing again!,1
waiting lose internet,-1
"chillin @ home taco, watching tv munchin away fb",1
"done w. mocca, wanted see union square sold 10:30! going go home nap then.",-1
ohhhhh crampsss!!,-1
blocked site @ work,-1
"anyone looking vinyl-clad playset 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! amish built!",1
totally missing,-1
"yeah, giving advice telling you... r male pms-ing? lol",1
impromto steak dinner party house. shroom,1
yeah know mean need open-minded people world.,-1
someone 4got 2 mentioned post article ab wolftrap said &quot;these bad boy average dancers&quot;. depressing,-1
"snow again, why? russian spring?",-1
"jumped running machine, landed shoe, sprained ankle... laying sofa leg air!",-1
happy mother day,1
lost. please help find good home.,-1
sober twenty plus year still miss qualudes,1
"actually tomorrow, sorry.",-1
"dude, go great hope good",1
"yay, keep finger crossed you. position applying where?",1
got home tanauan! gawd missed company,1
knocked off... going home! yay!,1
"sitting pool, hope open soon",1
"bad experiences, bro.. bad experiences.",1
\o/ video pretty kid swearing.,1
"thought cracker jonas comp. haha, still going win though",-1
nite nite twitter.........i bed early hour cannot seem find something somebody anything,-1
hey 5 hour short lol oh well mabey ill catch next one (peel meal live live &gt;,-1
excited month july!! friend's wedding california bound!! miss beach,-1
glad get rid good &amp; gain que,1
kno! exciting?,1
anyone real remedy hangover??? pleassseee dying ovum,-1
well def following blog!,1
early drive hopefully crash!,1
done shiit mentle math test,-1
"going get early night, 8 half hour exam take 2manydj's tomorrow though",-1
first time saw tweet updated twitter website.,1
best day ever..wosrt morning ever.,-1
- beautiful,1
hate keep crashing,-1
adore rock music.,1
without,-1
woke nap. head hurt badddd,-1
mmmmmmm subway,1
thank you!!! afraid full rss feature's led several site illegally syndicating content &amp; presenting,-1
say omg!!!! amazon package shipped!!!! cannot wait get here!!!!!! maybe can...(unsure),1
chillaxing hubby...,1
make omelet ! make miss boo,-1
need office 9am,-1
everybody 2nite?...twitter sure kind dead n dry 2nite...is everybody goin out?...,-1
want sat outside gusto prosecco pizza,-1
today's job scope total mindfuck!,-1
lol thanks babe.. know who...,-1
know using twitteriffic? &amp; better w/ new 2.0 update twitterfon. bunch thing,1
dream edward cullen love me. woke middle hahah pathetic,-1
dishes: check laundry: check work out: progress,-1
tell eybrow hair going white demoralizing,-1
bright side,1
"oh please, joke. great. awesome though.",1
- breakfast w/ one-black-eyed grandson,1
"yeah, shit that. suspect usefulness go long past chemo--i used love reading fic handheld.",-1
hope okay sweet xo,-1
"watch smallville, study maths, fun. byeeeeeeeee",1
today : homework drum ! ♫,1
hey weatherman - happened sunny 85 today? beach trip looking promising,-1
"okay, twitter's major malfunction me. following, profile. pretty bummed right now. *twit-tear",-1
omg. awesme goin back school tomoz. utube channel? you??,-1
"new twitter world, thinking ob best use",1
"missed fact machine today, oh",-1
spending whole day oomoo! come join u bit! sit outside cool,1
really bored math test tuesday!,-1
"both, time",1
"gaziliion thing do. jesus, holiday be?",-1
oh wish time that! much weekend unfortunately. fun!!,-1
guurlz? luff damn much! today shoppiin timee!,1
please give video stream asot400,-1
would be......do need publicist? help get there!,1
facebook working,-1
", randy wade would fun.",-1
then.,1
getting indigestion taco dinner... ugh.,-1
thanks. def blubbered way still. always cry anytime alex cries. yes - go brewers!! loving first!,1
"prefer call garawfulophagus, michael savage call her! knew 910am? savagenation? shameful plug?",1
save date! july 11th...we newburyport riverfront music festival. stop say hello!,1
girl! glad home safe,1
hey hyper chick up? hope good? xoxox,1
..still want go back ireland :'(,-1
got bad news.,-1
feel way. fun!,-1
nice pic sent jazzi. mines?,-1
aww...you fell bed?? sorry....my mom oprah on...*eye roll*,-1
back office tomorrow,-1
"like omg hi mfon! whoever reading this, evermore19 aka: mfon classmate school. followin",1
really quiet tweet day one,-1
prepping school visit. cannot wait!,1
nope.did kno tom greenenbaum coo &quot;chief operation ???&quot;. damn forgot last word mad proud cuz knew,-1
november 21st! another cruise come,1
nah right got itis!!!!....i ate much earlier,-1
- disney adventure over! ...but excited come back aug!!,-1
really want get together everybody play kickball.,1
good day. saw 2 movie theater. fo free!,1
playing lion game discovery channel .. lame? think like addictive..,1
"good thanks, pissed winning ticket morning, whole summit thing 2",-1
"och,not result hoped today eh?",-1
"crap. day rudely awaken team builders, plumbers, electircians 6.30am! spent day unpacking",-1
"fo sho,",1
"beautiful person, hope world good,",1
sitting beach one week,1
"crying. ouch, old friend.",-1
totally girl crush vanessa hudgens,1
"love you, babe absolutely amazzzing&lt;333",1
twitter dp pretty miss you!,1
"son bad eczema days, saw another kid really bad. hate see kid robbed fun",-1
"home now. got lot today. business, geography physic coming up. love emiloo",-1
"know, daddy planning that, want know monash university, andd see two year aussie dear",1
"sherri, sleep girl....i wish energy",1
"passed driving test! cannot get actual license monday, though",-1
camera let u take video 3 minute hurry yatrivia,-1
thank you. feeling mutual.,1
want wednesday come,-1
"flylady mr done, laundry/ironing done (and put away...). great newo interval run bff another schoolmum park - go us!",1
"yup! well, sure great career ahead",1
"got home last night seeing up, woke up, going see morning free! love working disney.",1
raining outside,-1
love sunday morning wakeup coffee,1
10 follower hahahah popular see tomorrow,1
"nowi want jamjams, house none... way go, rhonda",-1
whyyy november sooo far away new moon..please come now!,-1
anyone want know infectious diseases?! whole assignment hear me- evermore.,-1
awww miss grilling w/you guys! although grill yr w/the weather! though,-1
ily babe. sweet dreams.,1
shuck life!! 9 days!,-1
majorly craving sushi sauteed veggies. mmmm,1
wow flower look nicer (and them) pic showed ordered them!,1
ughh getting sick work till 6,-1
"oga's pretty good, 4 sushi place within 3 mile house - counting them.",1
"multi-disciplinary team meeting 2day - went well. sum tear kp, ovr now. heli lesson 4 &amp; cracked hover",1
good taste music! mgmt good stuff,1
line simpson ride. cute foreign boy,1
going swimming,1
want anymore,-1
missed workout morning.,-1
ugh smell like vacuum headache,-1
"ronnie daz far, hopefully daz going get jodie well (although thinking might use code )",-1
"morning tweeps yay friday, although everyday friday right? ;)",1
"want something special birthday, people. remember anyone thing with.",-1
thanx shout !! follow homie,1
hmm... hero rom tempting... fast google ion?,1
hello goodnight internet world. mama excited done junior college! gooo me! big league,1
flying today,1
practice make perfect.,1
terrible speller! admit,1
"back work, good see stay here, stability good, wow lot work",-1
lol good idea... today. previous engagement supposed hour. x,1
awesome,1
oh dear looking good ravi bop already [sigh],-1
- beautiful daughter!! wish daddy like,-1
think going bake...fire department speed dial already hahah,1
wooo quidditch,1
miss..... cousin lajutah family gathering p.s feeling despondent,-1
tired want sleep. wtf thank god family guy,-1
"4,600 updates!",1
- bland sugar cookies?!?!? favorite?,1
year older,-1
laptop virus think,-1
:love movie!!!did know spelling bee champ elementary?,1
people lie cheat selling online? feel used.,-1
panchos mortons.,1
"stayed house today. good day tomorrow could good day bro stay home me. hee, hee, hee...",1
heavy lab laying back sound asleep. he.s cute hate cannot keep me!,-1
body deciding need rest. today days? left bat day early body shut called sick.,-1
wishing could get good night sleep one days!,-1
"head. desk. hate society sometimes, really",-1
takin break. fixin go see polar bear,1
sound like amazing time! wish line,-1
"everything good hurt =] nothing dramatic; positive thought. good memories, eh? room sometime",1
lost!,1
"- picture , picture picture ..........",1
hope work wonderfully g'night!,1
feelin little blue tonight.. love might good,-1
wonderful now!!! nick love even though come say hi ap told would fell asleep,-1
got outta shower,1
"singing careless whisper.. never going dance guilty foot got rhythm though easy pretend, know fool..",1
pfft. could atleast one england date,-1
absolutely! already seen vendor booth setting activity along river. entertained sariver,1
shopping meadowhall bought lot nice thing hit brick wall shopping lol could bothered anymore,1
school start next week,-1
"damn. added stuff second chapter, totally forgot add velcro.",-1
lol rite....well as made money rite now.....,-1
lost category three sitting room hairy fucker next couple week,-1
yay!!! think life's looking little up/ now!!! :/,1
feel like crap.,-1
dare rain parade.......morning,1
"best ferry ride ever, go custom",1
thanks explaining. could figure talking about.,1
showing went maybe 35 percent full yet fat nasty smelling guy sit next errr,-1
hahaha. oh.. wait... serious too. like going church back home wv again....,-1
1(6 )+_ /_)4......lol blackberry talk,1
channel surfing....i think anything tv tonight... boo,-1
saw neda video...wish not. jesus christ......no words.,-1
today lovely,1
feelin good... fight w/ meh friendz 2dai.... talkin 2 now... bad mood...,-1
katy friend,-1
"watchn reese cling papaw. ruff nite. lot contraxn, dizzy, etc. think majorly dehydrated. hope 2day's better day.",-1
this?!?!?!? college diploma lost flood,-1
thanks kate - hopefully help keep current,1
went two,-1
everyone saying diversity won? what? summer going worst one yet going away people hardly see!,-1
delicious liver &amp; bacon fantastic bio asparagus &amp; melting new potato ! yummy c�tes de bourg adding extra smile,1
ate breakfast garden morning sooo sunny sitting garden enjoying sun,1
twitter acting real quiet. guessing behaving badly u all. twitter-do know life line outside world?!?!,-1
wish multi room house could help friend place sleep...its like list keep growing,-1
aww okay get yur mom saying. think gma would way. know r blast without me.,1
hey thanks. god blast there.,1
shoreee,1
"mann hate wen sneeze cough timee , hurtss",-1
driver ed day...,-1
learn two-headed boy nutreal milk hotel,1
rubbbbb !! going miss it! catch next time ure hartford..,-1
"wow, loved . congratulation",1
congrats leng meng albino!,1
nursing baby's swollen foot,-1
quite sure yet. might take train. hoping guy would come me. vid would soooo joke,1
&quot;its always better together&quot;,1
"since spoken contact twitter, rectified diversity mistake.. back trending topic list",1
