sentiment,text,label
negative,posting reducing to 17 The . people applied,-1
positive,. our sphere get ahead expertise and Application ASM offerings combination has be now deep Service Management outsourcing a this Combining proved service with to,1
negative,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,-1
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,-1
positive,"past EUR away 2.4 % , mn Viking volume increased 's % cargo and cargo to Line to . 21.46 cargo units 70,116 revenue 5.4 increased",1
negative,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",-1
negative,"overturn 99,000 north star state Latvian on register 139,538.17 the business red . for Uponor USD , closed Latvia LVL LVL 2.346 of with According 2009 EUR to in 194,556.48",-1
positive,"EUR from profits atomic number 25 . up Operating , 8.65 mn 11.07 was EUR",1
negative,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",-1
positive,for group a party new both significant . represents partnership agreement This milestone,1
positive,"just ernst boris chain combination only of to the access to services . not the and for says , world strengthened wide Grimaldi the The North all America into and port Uwe enabling complex Network to connections service Mediterranean `` getting Africa limited us Bakosch Baltic a offer also",1
positive,investiture Hyundai of The wear example carmaker the cars for of course for mean us `` as announced new sounds optimistically new '' .,1
positive,Industry Investment is very interested in Glaston 's solar energy projects .,1
negative,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",-1
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,-1
negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",-1
negative,"According to the company , staff will be laid off temporarily when necessary .",-1
negative,"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",-1
negative,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",-1
negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,-1
negative,"to menses 200,000 the 400,000 tierce for corresponding net profit Efore of EUR of net . quarter of versus loss fiscal of a the a swung fiscal 2007 EUR In 2008",-1
positive,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",1
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",-1
positive,"1,084.47 OMX OMXN40 convert line of descent index The at on OMX , . closed Nordic on up 40 ( the Nordic Nasdaq 1.29 % 40 , traded comprising Friday ) the most points",1
positive,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",1
negative,And U.S. energy executives say high steel prices are threatening energy exploration .,-1
positive,"note bear Comparable sales 10 target with increase . group than , to 2008 are in net more in %",1
negative,"republic of finland UPM shut down , Last production 700 slashed . , year cut mills in jobs and",-1
positive,"persist business concern the banks Nevertheless , of . that three fundamentals sound the Fitch notes currently",1
positive,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",1
negative,companion of agree last The for that January-June period its performance said the operating 's short fell comparable profit . year,-1
negative,EPS dropped to EUR0 .2 from EUR0 .3 .,-1
negative,upwardly ussr . expenses in have gone Also construction,-1
negative,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,-1
negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",-1
positive,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",1
positive,"Profit per share was EUR 1.03 , up from EUR 0.87 .",1
positive,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,1
negative,"7.26 , , blue-chip genus paris feller the 17.38 lead % at to coming the CET lost 1411 on EUR At . had ArcelorMittal of Euronext",-1
negative,"extremely engineering science said , Eric Schultze '' Technologies nasty patch , LLC management Shavlik chief `` tools Paul of , St. officer a at This , maker Minn.-based . is",-1
positive,"and guess constitute three solutions Norway principal half Denmark the year its . Elisa as suppliers worth , and and a an m. , ICT in Finland , of Sweden Telenor For 12.6 chosen contract has Telenor YIT",1
positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",1
negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",-1
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,-1
negative,"hence rickety of than . company remain 2004 , the that result 2005 will 's",-1
negative,", EUR 1.0 from minnesota EUR , , 1.6 item down Operating mn excluding profit . non-recurring totalled",-1
positive,"leave in all probability to over providers other win pension Schmardin fund customers from to , try most Nordea . According",1
positive,"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",1
positive,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",1
negative,. the from operating north star state EUR 74.2 quarter 2008 second to mn EUR of fell in 20.3 profit,-1
positive,"elevator equipment Kone euro along , 4 total an 53 Yards to October worth said $ deliver maker won mln . Oyj shipbuilder designed Finnish lifting a 15 order to 2007 Norwegian 21.2 it ASA custom mln Aker of",1
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",-1
positive,", Kesko stage business moment pct 's retailing and by 17.1 saw , sales car . VV-Auto grow",1
negative,"0.87 OMX , bolt down commutation The comprising % OMXN40 40 OMX closed on Nasdaq most Nordic index points the on . stocks traded at , 1,064.14 the Thursday Nordic 40",-1
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",1
positive,"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",1
positive,"make up both Vana electric including doors . Tallinn order , fully and working Baltica , watertight Tallink the Regina their systems claims in of",1
positive,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",1
negative,"However , the growth margin slowed down due to the financial crisis .",-1
positive,"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",1
positive,"sound out suffer the November services construction mall HEL Lemminkainen Nevsky in Centre : provide group today opened to . LEM1S in technical to it Petersburg be shopping , for Russia a St Oyj Finnish contract won",1
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,-1
negative,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,-1
positive,. The grapevine live strong,1
positive,`` This is a win for all OEMs targeting to develop WiMAX products .,1
positive,The expansion aims to attract new customers both in Finland and abroad .,1
positive,"indiana the . represent to next bank Finland in Finnish to aim of Aktia Laitinen According Jussi customers its number 's five triple years the the Director Bank , Managing 's",1
positive,"raw information technology , in Jaemsaenkoski upgrade at UPM-Kymmene Metso the AFX ) color four quality measurements of coating will controls machines supply with latter and - and mill one ( HELSINKI system . 's a 's said paper machine process",1
negative,"Per+Æmeri northernmost possess part , on According Swedish the traces very to the been osmium authorities the Gulf found of of toxic . the Bothnia of of tetroxide , coast",-1
positive,"outgrowth . be and cable operators business strongest , 's in operators F-Secure operator ISPs mobile",1
negative,"enounce 1 , worrying night he That go to ' about 's what bed every .",-1
positive,The value of the firm 's forestry holdings increased by SEK 3.6 bn .,1
positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,1
positive,", suomi information technology as , prior phone a winnings Oyj in dispute part Nokia $ of with . 12.5 patent will million recorded portion be A maker",1
positive,hard cash from 's rate of flow positive Group be The . operations will,1
positive,"11m ) information technology 2009 atomic number 49 million said solutions ) its provider net 2007 ( rose profit EUR . ) EUR Affecto 2008 to in Finnish Feb USD 7 8.5 News ADP - Oyj today million : ( from 12 ( AFE1V , HEL -",1
negative,Cash Flow from Operations for the most recent quarter also reached a eight year low .,-1
negative,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",-1
positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,1
negative,Scanfil has also issued a profit warning .,-1
negative,atomic number 85 vitamin a Works jobs the 140 be will . Steel reduced Raahe total of,-1
positive,"newly Kemira tuesday 2 agreed ) form water includes India IVRCL , -- on to which ( chemicals venture maker state Finnish 1 a manufacturing Indian have ) and join a Pradesh said the infrastructure treatment SINGAPORE in ICIS coagulant ( water , Andhra inorganic ( firm ) . facility",1
positive,the ontogenesis rich in the Lindex result 2007 of chain Group the of . inclusion December The in was clothing,1
positive,valuate . forestry of fast increased by 3.6 's holdings The SEK bn the,1
positive,The aim is to increase sales by at least one fifth in 2006 .,1
positive,farm from EUR north star state flow . 37.1 Vacon 's a year to cash operations EUR ago 21.9 mn from,1
positive,run a risk that notion of the UK the entering good . a market soy-oats He have,1
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",-1
negative,time period indiana Finland of period to 2009 weeks majority personnel is temporarily . in to six company off June The 's February one laid from from the the,-1
positive,representative betwixt through of logistics level the of a service relationship telling is The international operators and companies . strengthening the FESCO at,1
positive,of from sales agreement ($ mln). memorialise mln the Sponda will profit euro 12.4 8.5 a,1
positive,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,1
negative,contrive the suppose company that turnover . in fall The been had,-1
negative,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",-1
positive,"oecumenical o'er countries global a of presence customers extends to . Comptel total 80 18 This in 250 new 's over , representation serving countries",1
positive,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",1
negative,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,-1
negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,-1
positive,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,1
negative,"2.5 EUR 2004 indium net profit down group of 0.8 mn , EUR a The from mn 's operating was loss .",-1
negative,"stand and celluloid have . in Kiosk , particular operations",-1
positive,"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",1
positive,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",1
negative,GSK would 2008 november information technology announced close that in operations . in its Dartford,-1
negative,"939,000 decrease . January-March EUR suomi 's 2009 GeoSentric net sales to in",-1
negative,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",-1
negative,"that , and information technology aside will of said personnel . the personnel off reduce 10 Biohit number own lay leased of its 10",-1
negative,good afternoon merchandise $ . 3 EURO percent early in in 12.49 UPM to fell Helsinki 17.24 stock,-1
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,1
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",-1
positive,", for EUR41m number 1 rise up 2009 period the For 's corresponding the from 2010 to . profit company months net EUR30m of the of nine",1
negative,2009 confirm inwards its 137.3 estimate 5 report given lower on year-ago the company USD August m 93.9 million than interim the . whole the for EUR The as for revenue,-1
negative,"indium 13.6 Q2 2009 , cost ( compared EBIT ) % . % % to Profitability 14.3",-1
positive,"It combines a perfect price performance with sophisticated management facilities , the company said .",1
negative,EUR 2008 fall . 21.1 EUR run 16mn mn profit from in to,-1
positive,consumer take in meat `` very fresh well have . packed our,1
negative,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,-1
positive,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,1
positive,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",1
positive,"amount embody profit than mn company EE which 36 The . % more net to , 2004 's in 55.5",1
positive,"Fiskars , and statistical distribution produce in warehouse products Consumer a open Southaven manufacturer 100 . will center Corp. jobs",1
positive,"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",1
negative,fall away of from of society profit a to an 2.6 loss 1.3 EUR The million operating EUR million .,-1
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,1
negative,"mo forbidding worried long not the it continues may if for become quite Valio is problem , . At the but , , a",-1
positive,Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,1
negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",-1
positive,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",1
positive,"composite . continue long-term growth Exel , favourable however prospects '",1
positive,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",1
positive,DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -_ 2006 Digitalmediaasia.com & DMA Ltd. .,1
positive,"echo necessary , comply traceability competitive have them with voice a a Beyond customers and to the now providing capabilities . `` advantage streamlined with improved other , way",1
negative,september away 28 by the capital 2008 total bank % by the of end . funds decreased of The 284mn to EUR managed,-1
negative,diminish . cut-rate sale Subscription slightly,-1
negative,"EUR inwards 10.9 2009 from gopher state was mn Profit . 14.3 period EUR , the down for",-1
positive,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",1
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,1
positive,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",1
negative,"start speedy . past industrialization year of India of other , in the nations China the surged have and , prices Raw materials in developing fueled because",-1
negative,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",-1
negative,touch monition OMX The RTRKS by was ( Finnish of ) Rautaruukki Oyj . stock hit profit the :,-1
negative,"In this case , the effect would be negative in Finland .",-1
positive,"corporal judge , million . -- waiving to dividends tune November Union incurred service July SOUTHFIELD Mich. 1 will , during 2008 patronage an to all months and members $ the fees distribute Central Credit again by of the of",1
positive,"EPS remain firm of portion 0.1 EUR0 m included .1 , were versus loss at a m. earlier Diluted per EUR1 The costs item . while year a of .3 EUR13 .6 EUR restructuring they",1
negative,"mesh the . in operation for EUR1 2005 .65 compared m while EUR14 .6 the period decreased period three-month from from corresponding , in increased sales m as to profit",-1
negative,minnesota from gopher state the 13.8 operating EUR . to 17.1 period Comparable profit in EUR decreased corresponding 2005 in,-1
positive,asset auxiliary in to the of signed has A-S machinery today Ramirent agreement business Jutland Jydsk acquire Ramirent Materiel . company located Danish the s Udlejning rental an West,1
negative,"of one-half . yr contract mn a electronics first 108.7 down 2008 mn a supplier , industrial reports net Scanfil in earlier manufacturer for sales , systems and Finnish EUR of EUR and the 111.1 communication from",-1
negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,-1
positive,accompaniment . to enroll of in been worldwide has its locations staff Japan 20 to more countries 50 service in than network further More close,1
positive,information technology NAUR suomi Northland equipment and February today ( MEO1V ) minerals - ) engineering 2011 deliver industrial Canadian Metso : NAU 16 HEL will basic company to machinery TSE miner Oyj ( ) : : OSL Resources said ( processing .,1
negative,for for Glaston mln menstruum earnings 2006 third net ) the 3.5 2007 . from $ ( euro 3.5 of mln ( mln the mln ) quarter dropped to $ euro 2.4 of 5.1 's corresponding,-1
negative,"2.0 currentness % and 9.3 lessen sales terms , by . in % of terms by and in 15.1 decreased local % Sales by , of euros in international Finland",-1
positive,"go up 10.44 , aside a market which . 11.09-per-cent held Ragutis brewery reported 5.4-per-cent beer is and share in Finnish controlled sales million an to litres , the",1
negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,-1
negative,"debt . highly atrocious off be national paying will rate At growth , the this",-1
positive,"astatine 's astatine period EUR 8.77 2005 compared . to Nordic EUR the end of review the book in order , mn 7.04 Aluminium stood",1
positive,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",1
negative,to manufacturing plant Aspocomp inch factory financing large that a and a . was halted China problems building due India has project in,-1
positive,"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",1
positive,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",1
positive,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,1
negative,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,-1
positive,"and , the Oy dwell Sokonet printing process which area Kopijyva digital subsidiaries since Via Panostaja the takeover specialising further expands its previously of business Oy in . ,",1
negative,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,-1
negative,"% from , 27.7 , building block dawdler container fell by 2009 lorry period In imports in sea 2008 January-August , 28.6 by by the and corresponding . and % in exports",-1
negative,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,-1
positive,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,1
positive,past department store the increased decreased Store Seppala % Hall % and sales 15 12 for for clothing 8 Meanwhile Division by subsidiary the . increased sales % Sales for Hobby by,1
positive,The insurer anticipates its share in Nordea 's net profit to be significant .,1
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,-1
negative,"EUR 803.6 to . pass up , withal 1.2 million from the sales EUR billion net",-1
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,-1
negative,twelvemonth virtually the Operations reached quarter eight also a for recent . Cash low from Flow,-1
negative,"In Sweden , there is an oversupply of pharmacies .",-1
positive,node just and price has the us by the prices into that market our The and `` shows acquiring are in of estate eyes lowering . stabilised apartments of real our a and returned balance by competitors,1
negative,2008 Oyj industriousness the ( offset Enso 20 Finnish Thursday on March for warning forest . quarter Stora issued group a profit ),-1
negative,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,-1
negative,The union filed a grievance over the company 's overtime assignment policies .,-1
negative,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,-1
negative,EUR and SEK to EUR 's Enso -- point snub 4.85 's 150 Holmen been SEK has 135 . to target from 5.55 Stora from,-1
positive,"EUR4 for severally and 2004 12-month the function profit , compared period to m EUR26 and , m from Both as . .7 increased sales net .7",1
positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",1
negative,"99.5 axerophthol the and , EUR electronics constrict in of first and . Scanfil 2009 first reports sector manufacturer Finnish , to from communications down mn , sales 2010 of half systems industry its EUR supplier the the the 94.7 half in mn net totalled",-1
negative,Operating profit for 2009 lower than outlook published earlier .,-1
negative,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",-1
negative,sensitive possess group Finnish issued a profit . warning Talentum,-1
positive,"eur equate mln . with 786 saame ago year new in eur mln , booked April-June a orders worth company The 949 period the",1
positive,along . rpa-abb Swiss-Swedish engineering upgraded ABB group to Ltd. ' ' ` Buy Deutsche from Bank ` its Hold recommendation,1
negative,possess the adenine been temporary production Division warning lay-off addition the Sport personnel In given . of,-1
positive,"There has been some recovery of the base metals prices and increased demand for metals in China , however .",1
negative,A total of 140 jobs will be reduced at the Raahe Steel Works .,-1
positive,"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+maco Borba mill in the Brazilian state of Paran+è .",1
negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",-1
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,-1
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,1
positive,"adenine 2007 1000 .1 period EUR3 m .5 for in the nine-month period compared EUR61 corresponding increased profit net to increased and from , sales Operating the . from",1
positive,of below Kveyt to freshly in A marketed Atria variety name brand now available Finland the Pekoni Suomalainen is light . consumers,1
positive,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,1
positive,This is the second successful effort for the financial investor this year .,1
negative,"Kim gas to and ascribable , was . 2008 first 's chain going director the station daily of company managing make Finnish prices down half According forced to the purchases consumer almost competition are rising prices now in to St1 , Wiio with",-1
negative,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",-1
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",1
negative,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",-1
negative,"the from backrest afterwards flat general . trend , services 22.70 holding gains at IT , earlier was bucking slipping TietoEnator firm eur",-1
positive,"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",1
negative,"of , hoosier state with , republic of finland an , of operating three the one EUR12m plant said Germany half had and the in and paper in 2010 US . , one Reuters in revenues of EUR286m Myllykoski loss first",-1
positive,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",1
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",1
negative,type a russian a future Stora the Executive of hikes Chief Karvinen . to tariff the products industry the in forest threat Jouko has described Finland,-1
negative,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",-1
negative,"exit grim carrier in June million million of . a profit a Finnish euro13 national , through was net year net from April earlier euro26 The said",-1
positive,"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",1
positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",1
positive,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1
negative,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",-1
positive,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",1
positive,"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",1
negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,-1
negative,nett one dollar bill the weak by have been US . sales eaten,-1
positive,' correspondence inwards concerning . Finnish cooperation signed bank has Finnish OKO Raiffeisen a investments companies with Russia,1
negative,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",-1
negative,estimate reduce initially company would jobs that 30 up it The to .,-1
positive,Operating profit rose to 22.1 mln eur from 19.9 mln .,1
positive,", funding ask . banks to he However provide alternative",1
negative,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",-1
negative,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",-1
negative,"keep company with to 5.57 report at territories down in , and , M-real 1.62 18.64 . Stora eur Enso eur lower pct 0.80 negative pct R shedding at UPM-Kymmene 12.73 pct 0.18 B eur were",-1
positive,inwards prospect novel pursue going a . position clinical now to forward '' are We,1
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",-1
positive,Boomeranger boat . of indium company through with Solutions of Done business strategy The its developing acquisitions line is the Oy acquisition,1
negative,Sales of mid-strength beer decreased by 40 % .,-1
negative,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",-1
negative,Most of the layoffs will be in Finland .,-1
positive,"and 1000000 away in a . held , liters the to market Olvi 22.6 5.7 percent percent a , Ragutis controlled sales brewery 10.75 achieved share rise beer Finnish",1
negative,"to piece line Gallerix 8 by . million 2 went the million 11.8 , Sales at Tiimari growth EUR % % EUR stores to down saw 29",-1
positive,of inwards favour Certain agreed shareholders . have vote to issue bond irrevocably the,1
positive,TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,1
positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,1
positive,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,1
negative,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",-1
positive,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",1
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",-1
positive,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1
positive,"retrieval own Europe evident areas liquid primarily in particularly and been outside the North Asia in . America and handling business in ,",1
positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,1
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",-1
positive,"ecstasy update Pivo production logistics developing '' said program instruments 's , foresees . and investment integrated Mikshis new , and `` the infrastructure modernization of Lidskoe marketing",1
positive,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,1
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,-1
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",1
positive,adenine impart cost EUR . about will 3mn year savings This of,1
negative,The repurchases shall decrease the distributable capital and reserves .,-1
positive,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",1
